,location,FIPS,2021-11-28,2021-11-27,2021-11-26,2021-11-25,2021-11-24,2021-11-23,2021-11-22,2021-11-21,2021-11-20,2021-11-19,2021-11-18,2021-11-17,2021-11-16,2021-11-15,2021-11-14,2021-11-13,2021-11-12,2021-11-11,2021-11-10,2021-11-09,2021-11-08,2021-11-07,2021-11-06,2021-11-05,2021-11-04,2021-11-03,2021-11-02,2021-11-01,2021-10-31,2021-10-30,2021-10-29,2021-10-28,2021-10-27,2021-10-26,2021-10-25,2021-10-24,2021-10-23,2021-10-22,2021-10-21,2021-10-20,2021-10-19,2021-10-18,2021-10-17,2021-10-16,2021-10-15,2021-10-14,2021-10-13,2021-10-12,2021-10-11,2021-10-10,2021-10-09,2021-10-08,2021-10-07,2021-10-06,2021-10-05,2021-10-04,2021-10-03,2021-10-02,2021-10-01,2021-09-30,2021-09-29,2021-09-28,2021-09-27,2021-09-26,2021-09-25,2021-09-24,2021-09-23,2021-09-22,2021-09-21,2021-09-20,2021-09-19,2021-09-18,2021-09-17,2021-09-16,2021-09-15,2021-09-14,2021-09-13,2021-09-12,2021-09-11,2021-09-10,2021-09-09,2021-09-08,2021-09-07,2021-09-06,2021-09-05,2021-09-04,2021-09-03,2021-09-02,2021-09-01,2021-08-31,2021-08-30,2021-08-29,2021-08-28,2021-08-27,2021-08-26,2021-08-25,2021-08-24,2021-08-23,2021-08-22,2021-08-21,2021-08-20,2021-08-19,2021-08-18,2021-08-17,2021-08-16,2021-08-15,2021-08-14,2021-08-13,2021-08-12,2021-08-11,2021-08-10,2021-08-09,2021-08-08,2021-08-07,2021-08-06,2021-08-05,2021-08-04,2021-08-03,2021-08-02,2021-08-01,2021-07-31,2021-07-30,2021-07-29,2021-07-28,2021-07-27,2021-07-26,2021-07-25
1210,pickens county,45077,99.303,99.303,99.303,109.54899999999999,126.88799999999999,130.04,126.88799999999999,124.523,124.523,124.523,141.862,124.523,117.43,115.854,128.464,128.464,128.464,107.185,124.523,129.252,137.13299999999998,129.252,129.252,129.252,138.709,143.438,152.107,152.89600000000002,191.514,191.514,191.514,207.27599999999998,212.005,208.852,215.157,238.801,238.801,238.801,234.86,246.68200000000002,245.106,242.74099999999999,243.53,243.53,243.53,258.504,273.478,285.3,307.367,404.306,404.306,404.306,431.89099999999996,442.92400000000004,458.68699999999995,466.56800000000004,482.33,482.33,482.33,486.27099999999996,513.855,531.982,534.346,640.743,640.743,640.743,642.319,628.9209999999999,623.404,664.3860000000001,703.7919999999999,703.7919999999999,703.7919999999999,714.038,690.3939999999999,709.309,673.056,637.59,637.59,637.59,707.7330000000001,755.808,758.173,825.951,790.4860000000001,790.4860000000001,790.4860000000001,791.2739999999999,810.977,844.8660000000001,780.24,903.187,903.187,903.187,877.967,841.7139999999999,788.1210000000001,819.6460000000001,673.056,673.056,673.056,637.59,609.2180000000001,611.582,575.3290000000001,464.204,464.204,464.204,405.88300000000004,403.51800000000003,368.05300000000005,338.892,256.139,256.139,256.139,235.648,217.52200000000002,199.395,185.997,143.438,143.438,143.438,120.583,104.82,100.88,100.09100000000001,67.778
1211,richland county,45079,55.321000000000005,55.321000000000005,55.321000000000005,60.372,78.892,76.727,77.93,72.398,72.398,72.398,84.664,66.14399999999999,70.47399999999999,68.54899999999999,62.536,62.536,62.536,48.826,67.347,70.233,73.6,79.854,79.854,79.854,92.361,88.75299999999999,88.03200000000001,88.994,97.412,97.412,97.412,90.43700000000001,88.994,95.24700000000001,99.57700000000001,118.338,118.338,118.338,121.22399999999999,127.23700000000001,126.035,137.099,153.695,153.695,153.695,157.543,169.56900000000002,180.393,178.22799999999998,198.673,198.673,198.673,218.636,219.83900000000003,231.865,235.232,269.868,269.868,269.868,286.464,293.92,292.47700000000003,305.70599999999996,325.66900000000004,325.66900000000004,325.66900000000004,336.01199999999994,361.026,378.10400000000004,399.51,756.448,756.448,756.448,750.916,742.9789999999999,726.1419999999999,706.9,432.94300000000004,432.94300000000004,432.94300000000004,447.134,463.73,515.443,522.418,524.823,524.823,524.823,559.4590000000001,558.016,520.013,526.507,506.543,506.543,506.543,479.36400000000003,454.83099999999996,486.58,469.022,445.45,445.45,445.45,442.564,450.02,431.019,434.86699999999996,441.121,441.121,441.121,413.461,423.32199999999995,413.94199999999995,430.538,380.509,380.509,380.509,369.204,340.101,322.543,295.363,228.257,228.257,228.257,211.66099999999997,194.824,175.342,153.214,119.3
1212,spartanburg county,45083,84.432,84.432,84.432,89.12200000000001,102.882,102.882,101.005,93.18799999999999,93.18799999999999,93.18799999999999,111.95,98.191,99.12899999999999,98.191,93.5,93.5,93.5,70.672,86.30799999999999,84.744,88.184,111.325,111.325,111.325,130.4,135.716,143.534,145.72299999999998,136.029,136.029,136.029,125.084,124.771,125.397,127.898,158.54399999999998,158.54399999999998,158.54399999999998,163.235,175.43,175.43,178.87,217.959,217.959,217.959,227.96599999999998,248.917,256.11,276.123,311.147,311.147,311.147,334.287,337.101,502.525,517.535,563.504,563.504,563.504,595.7130000000001,594.462,461.87300000000005,449.05199999999996,531.92,531.92,531.92,540.363,638.241,679.832,739.559,889.66,889.66,889.66,846.5060000000001,761.762,727.676,753.944,724.549,724.549,724.549,773.645,785.84,843.066,797.0980000000001,763.638,763.638,763.638,767.703,750.192,696.0930000000001,672.6389999999999,536.298,536.298,536.298,509.092,494.082,481.26099999999997,461.87300000000005,412.465,412.465,412.465,401.207,406.523,396.51599999999996,398.39300000000003,380.881,380.881,380.881,349.61,346.483,327.72,325.219,257.36,257.36,257.36,256.422,226.715,210.454,190.753,151.352,151.352,151.352,123.52,117.579,121.01899999999999,112.88799999999999,83.806
1213,sumter county,45085,97.45,97.45,97.45,111.506,146.17600000000002,133.994,133.994,120.876,120.876,120.876,118.065,83.395,96.51299999999999,96.51299999999999,93.70200000000001,93.70200000000001,93.70200000000001,89.01700000000001,102.135,91.82799999999999,94.639,110.569,110.569,110.569,125.561,133.05700000000002,138.679,148.987,165.85299999999998,165.85299999999998,165.85299999999998,155.546,159.29399999999998,163.979,153.672,163.042,163.042,163.042,164.916,179.908,190.21599999999998,201.46,216.452,216.452,216.452,236.13,251.122,249.248,263.303,372.935,372.935,372.935,414.164,429.156,459.14099999999996,446.96,395.42400000000004,395.42400000000004,395.42400000000004,352.32099999999997,328.895,313.903,325.147,281.107,281.107,281.107,295.16200000000003,314.84,292.351,323.27299999999997,458.204,458.204,458.204,436.653,390.73800000000006,393.55,368.25,251.122,251.122,251.122,291.414,344.824,385.116,400.10900000000004,509.74,509.74,509.74,508.80300000000005,497.559,471.32199999999995,482.56699999999995,487.25199999999995,487.25199999999995,487.25199999999995,502.244,481.63,542.536,509.74,489.126,489.126,489.126,469.44800000000004,490.06300000000005,423.534,485.37800000000004,449.77099999999996,449.77099999999996,449.77099999999996,472.259,456.33,491.0,444.149,427.282,427.282,427.282,390.73800000000006,392.61300000000006,359.81699999999995,367.31300000000005,305.469,305.469,305.469,286.72900000000004,254.87,240.815,192.09,137.74200000000002
1214,union county,45087,102.50399999999999,102.50399999999999,102.50399999999999,117.147,157.417,142.773,161.078,157.417,157.417,157.417,205.00799999999998,164.739,161.078,164.739,281.88599999999997,281.88599999999997,281.88599999999997,223.312,300.19,351.44199999999995,336.79900000000004,428.32,428.32,428.32,464.92900000000003,435.642,435.642,442.964,329.477,329.477,329.477,300.19,292.869,226.97299999999998,256.26,237.956,237.956,237.956,274.564,274.564,362.425,318.495,377.06800000000004,377.06800000000004,377.06800000000004,388.051,399.034,329.477,369.74699999999996,413.67699999999996,413.67699999999996,413.67699999999996,439.30300000000005,490.555,787.084,779.763,761.4580000000001,761.4580000000001,761.4580000000001,801.7280000000001,739.493,439.30300000000005,420.999,428.32,428.32,428.32,369.74699999999996,402.694,428.32,453.94599999999997,527.164,527.164,527.164,571.094,530.8240000000001,505.19800000000004,527.164,391.712,391.712,391.712,281.88599999999997,278.225,274.564,230.63400000000001,194.025,194.025,194.025,226.97299999999998,241.61700000000002,237.956,248.938,303.851,303.851,303.851,274.564,289.20799999999997,311.173,322.156,344.121,344.121,344.121,373.408,391.712,420.999,391.712,278.225,278.225,278.225,278.225,267.243,230.63400000000001,230.63400000000001,245.27700000000002,245.27700000000002,245.27700000000002,212.33,186.704,175.72099999999998,183.043,142.773,142.773,142.773,113.48700000000001,106.165,146.434,131.791,102.50399999999999
1215,york county,45091,98.228,98.228,98.228,110.329,120.65,123.853,127.056,119.226,119.226,119.226,143.783,133.46200000000002,128.123,124.92,115.667,115.667,115.667,98.228,110.684,106.05799999999999,103.92200000000001,101.431,101.431,101.431,86.48299999999999,89.331,89.686,96.09299999999999,107.125,107.125,107.125,111.75200000000001,109.973,115.667,114.59899999999999,149.477,149.477,149.477,153.748,160.51,164.06900000000002,164.78099999999998,174.74599999999998,174.74599999999998,174.74599999999998,186.49099999999999,195.74400000000003,203.218,211.40400000000002,247.34900000000002,247.34900000000002,247.34900000000002,262.653,263.009,276.889,298.599,348.425,348.425,348.425,347.35699999999997,372.98199999999997,370.846,369.779,379.38800000000003,379.38800000000003,379.38800000000003,416.75699999999995,418.181,440.602,498.25800000000004,591.503,591.503,591.503,571.929,601.4680000000001,611.789,589.724,642.753,642.753,642.753,702.188,727.1010000000001,727.1010000000001,727.812,700.7639999999999,700.7639999999999,700.7639999999999,683.325,637.414,619.263,585.453,451.279,451.279,451.279,407.86,391.13199999999995,386.15,371.55800000000005,370.49,370.49,370.49,375.11699999999996,354.83099999999996,337.036,345.93300000000005,340.95099999999996,340.95099999999996,340.95099999999996,322.8,344.866,347.713,337.036,291.837,291.837,291.837,282.58299999999997,266.92400000000004,260.518,251.62,206.065,206.065,206.065,183.28799999999998,164.78099999999998,147.342,134.174,98.228
1216,south dakota,46000,10361.04,10361.04,10361.040000000003,14273.375000000002,19563.733000000007,17632.956999999995,15971.759000000002,17398.260999999995,17398.261,17398.260999999995,17549.738,13967.285,14962.289,14965.324,12679.289999999997,12679.289999999999,12679.289999999997,11600.956000000002,15191.772000000003,14634.123999999998,14886.151000000002,14039.037,14039.037,14039.037000000002,13876.437000000002,13361.940999999995,12689.101,12384.958999999999,10623.908000000001,10623.908,10623.907999999998,11988.417,12646.185000000001,12916.266999999998,12717.201,13270.533999999998,13270.533999999998,13270.534000000003,12929.481000000002,11159.993000000006,14972.746000000001,14264.881000000001,11045.813,11045.813,11045.813000000002,10722.668,10654.207999999999,6423.77,7374.436000000001,9405.894000000002,9405.893999999998,9405.894,10762.779999999999,11238.012,13009.645,12758.252000000002,12762.428,12762.427999999996,12762.427999999998,11978.165999999997,11613.089000000002,13853.934000000001,14181.912000000004,14271.438999999998,14271.439,14271.439000000002,14176.160000000002,13418.428999999998,12057.685,12663.621,13096.818000000001,13096.818000000001,13096.818000000003,13320.934000000001,13549.844000000001,17170.897,14348.199,11890.022,11890.022000000003,11890.021999999997,11002.043000000001,10624.897,8717.939999999999,11906.632,13607.926,13607.926,13607.925999999998,12238.328,12923.416999999998,11572.069,9634.911000000002,9876.866,9876.866,9876.866000000002,9211.57,9654.081000000002,8872.408,6389.611,5301.673,5301.673,5301.673000000001,4839.343000000001,3688.0569999999993,5926.552,4321.090999999999,3658.7010000000005,3658.701,3658.7010000000005,3258.8039999999996,2348.0489999999995,464.77299999999997,464.77299999999997,464.77299999999997,464.773,464.773,464.77299999999997,464.77299999999997,270.509,270.509,270.509,270.50899999999996,270.509,270.509,270.509,283.02,283.02,283.02
1217,lincoln county,46083,193.03799999999998,193.03799999999998,193.03799999999998,235.571,271.561,276.469,261.746,294.464,294.464,294.464,294.464,258.474,243.75099999999998,253.56599999999997,204.489,204.489,204.489,197.945,251.93,243.75099999999998,235.571,245.387,245.387,245.387,238.843,219.21200000000002,222.484,186.49400000000003,165.227,165.227,165.227,148.868,137.417,125.965,121.057,122.693,122.693,122.693,148.868,150.504,235.571,247.023,222.484,222.484,222.484,220.84799999999998,235.571,166.863,186.49400000000003,217.576,217.576,217.576,233.935,229.028,253.56599999999997,278.105,304.28,304.28,304.28,299.372,314.095,297.736,276.469,265.018,265.018,265.018,256.83799999999997,224.12,206.125,212.668,219.21200000000002,219.21200000000002,219.21200000000002,217.576,258.474,327.182,284.649,232.299,232.299,232.299,230.66400000000002,212.668,158.683,196.30900000000003,248.65900000000002,248.65900000000002,248.65900000000002,247.023,247.023,232.299,202.85299999999998,175.043,175.043,175.043,173.407,158.683,160.319,153.776,143.96,143.96,143.96,137.417,129.237,196.30900000000003,153.776,139.05200000000002,139.05200000000002,139.05200000000002,111.242,94.883,24.539,24.539,24.539,24.539,24.539,24.539,24.539,24.539,24.539,24.539,24.539,24.539,24.539,24.539,17.995,17.995,17.995
1218,minnehaha county,46099,201.93200000000002,201.93200000000002,201.93200000000002,238.69400000000002,285.29400000000004,288.91900000000004,303.416,342.767,342.767,342.767,365.54900000000004,318.95,317.914,303.934,259.405,259.405,259.405,250.085,285.812,277.01,242.83700000000002,240.765,240.765,240.765,229.37400000000002,218.50099999999998,207.628,210.735,199.861,199.861,199.861,189.50599999999997,200.89700000000002,201.415,194.683,197.27200000000002,197.27200000000002,197.27200000000002,206.592,202.45,279.08099999999996,256.29900000000004,227.303,227.303,227.303,240.248,253.192,182.775,234.55200000000002,277.01,277.01,277.01,279.599,281.67,290.99,294.096,298.23900000000003,298.23900000000003,298.23900000000003,304.452,325.681,330.341,310.665,315.843,315.843,315.843,314.807,297.721,288.91900000000004,316.361,319.467,319.467,319.467,314.807,315.325,370.727,308.07599999999996,253.192,253.192,253.192,238.17700000000002,226.268,153.261,188.47,226.78599999999997,226.78599999999997,226.78599999999997,224.71400000000003,227.303,231.446,217.983,204.521,204.521,204.521,196.755,177.079,171.90099999999998,148.601,145.495,145.495,145.495,138.764,135.139,235.07,195.201,173.455,173.455,173.455,151.19,132.033,54.88399999999999,54.88399999999999,54.88399999999999,54.88399999999999,54.88399999999999,54.88399999999999,54.88399999999999,41.422,41.422,41.422,41.422,41.422,41.422,41.422,27.96,27.96,27.96
1219,pennington county,46103,230.27900000000002,230.27900000000002,230.27900000000002,294.441,348.055,331.356,337.50800000000004,392.00199999999995,392.00199999999995,392.00199999999995,380.57599999999996,326.961,335.75,375.30199999999996,337.50800000000004,337.50800000000004,337.50800000000004,336.629,410.459,425.401,377.06,368.27099999999996,368.27099999999996,368.27099999999996,389.365,380.57599999999996,355.966,384.091,381.455,381.455,381.455,375.30199999999996,381.455,386.728,402.54900000000004,413.975,413.975,413.975,389.365,379.69699999999995,496.594,405.186,341.903,341.903,341.903,354.208,420.12699999999995,310.26099999999997,375.30199999999996,429.796,429.796,429.796,435.069,377.06,398.154,454.406,452.648,452.648,452.648,478.13699999999994,523.841,548.451,505.38300000000004,528.236,528.236,528.236,575.698,602.944,603.823,711.053,749.725,749.725,749.725,733.905,732.1469999999999,950.1210000000001,813.008,698.748,698.748,698.748,703.1419999999999,696.1110000000001,501.86800000000005,678.5319999999999,792.793,792.793,792.793,795.43,772.577,744.452,630.191,588.882,588.882,588.882,529.114,482.531,445.616,363.876,326.082,326.082,326.082,289.16700000000003,253.13099999999997,297.078,209.185,174.028,174.028,174.028,146.781,118.655,67.67699999999999,67.67699999999999,67.67699999999999,67.67699999999999,67.67699999999999,67.67699999999999,67.67699999999999,50.099,50.099,50.099,50.099,50.099,50.099,50.099,33.399,33.399,33.399
1220,tennessee,47000,6579.8110000000015,6579.8110000000015,6579.8110000000015,9014.780999999999,11885.001000000002,13496.606000000002,13721.583000000004,12457.244,12457.243999999999,12457.243999999995,14384.227999999997,11506.931999999999,12930.189999999997,16506.390000000003,12685.431,12685.430999999999,12685.431,10079.909999999996,12149.150000000001,9988.892000000002,9047.417000000003,9047.417,9047.417000000003,9047.417,9491.358999999999,10458.815999999993,10351.650000000005,11893.296999999991,11893.297,11893.297,11893.297,12314.868999999997,12012.040999999996,13937.094999999998,9833.508999999998,15378.642000000002,15378.641999999998,15378.641999999996,15910.880000000005,16639.751999999997,17412.819999999996,19923.417999999998,23447.307999999994,23447.30799999999,23447.307999999986,27707.476,27701.234000000008,27000.554999999997,24846.913999999997,26328.65500000001,26328.65499999999,26328.655000000013,24697.88700000001,28682.819,31875.050000000017,35039.96100000001,37031.41300000001,37031.413,37031.41300000001,41005.54300000001,40593.99599999998,49039.80199999999,43460.44699999999,52194.85799999997,52194.857999999986,52194.857999999986,54620.261999999995,55968.727000000006,52984.062000000005,61156.30299999996,84421.18000000002,84421.18000000002,84421.18000000002,80844.20299999998,80074.363,76309.752,125123.66600000006,81063.238,81063.23799999998,81063.238,83385.81600000002,81442.81199999998,88280.63900000001,47150.571,78585.62100000001,78585.62099999998,78585.621,79827.39299999998,93314.64000000004,78415.856,70471.36200000004,68451.964,68451.96399999999,68451.96399999999,69060.43300000002,59943.992999999995,67005.73499999999,65336.263999999996,53834.350000000006,53834.350000000006,53834.35000000003,48695.001,45713.918,44508.559,43419.552999999985,37695.594,37695.594000000005,37695.594000000005,35358.98399999998,32570.685,31255.713000000014,29417.06600000001,24826.692000000006,24826.692000000003,24826.691999999995,22424.807999999986,21778.09500000001,20336.406,19143.453000000005,15511.383000000003,15511.383000000005,15511.383000000003,14307.679999999998,12622.948000000002,10844.109000000004,9800.122000000005,7772.561999999999
1221,anderson county,47001,88.337,88.337,88.337,126.01,139.001,163.683,168.87900000000002,159.786,159.786,159.786,170.178,157.188,145.496,170.178,139.001,139.001,139.001,119.515,155.889,161.085,166.28099999999998,166.28099999999998,166.28099999999998,166.28099999999998,168.87900000000002,164.982,150.692,154.59,154.59,154.59,154.59,159.786,171.47799999999998,196.16,148.094,190.96400000000003,190.96400000000003,190.96400000000003,177.97299999999998,175.375,183.169,206.553,241.627,241.627,241.627,302.684,296.189,283.198,255.917,279.301,279.301,279.301,272.805,285.796,311.777,362.441,348.151,348.151,348.151,365.039,366.338,455.974,380.62800000000004,502.741,502.741,502.741,518.33,544.311,453.376,556.003,741.77,741.77,741.77,702.798,698.9010000000001,688.508,1048.351,653.433,653.433,653.433,662.5269999999999,632.648,759.957,391.02099999999996,635.246,635.246,635.246,654.7330000000001,763.855,588.48,558.601,527.423,527.423,527.423,523.526,441.685,502.741,484.55400000000003,453.376,453.376,453.376,422.199,423.49800000000005,406.61,407.909,296.189,296.189,296.189,263.712,224.74,213.048,179.27200000000002,189.665,189.665,189.665,171.47799999999998,161.085,155.889,164.982,115.617,115.617,115.617,111.72,98.73,92.234,76.645,68.851
